,shotgun,no_huddle,ydstogo,yardline_100,play_type,half_seconds_remaining,pass_length,run_location,score_differential,fg_prob,td_prob,ep
239,1,0,3,68.0,1,461.0,,3.0,2.0,0.16409422724086556,0.28393289431275137,0.7085813640468772
240,1,0,2,57.0,1,337.0,,2.0,2.0,0.19488604242252955,0.3140855780018164,1.5890664303284605
241,1,0,7,49.0,2,208.0,2.0,,2.0,0.22632754095226035,0.2408171030426708,1.3616542654265718
243,1,0,10,75.0,2,149.0,2.0,,-5.0,0.08782112504297611,0.12863109953468302,-0.22243876107865634
247,1,0,6,70.0,2,1698.0,2.0,,-6.0,0.1968059916773806,0.28810588969320633,-0.1279750680088707
248,0,0,2,50.0,1,1570.0,,2.0,-6.0,0.3005826570939889,0.4199180131312635,2.3669855274670732
250,1,0,7,14.0,2,1205.0,2.0,,-6.0,0.5616707900955483,0.3382596836757712,3.5485188497733438
252,0,0,1,36.0,1,774.0,,1.0,-4.0,0.3479253098020414,0.4713411858886071,3.5689756585270347
253,1,0,6,51.0,2,517.0,2.0,,4.0,0.28140740023178096,0.31747559041533474,1.6657385887683067
257,1,1,2,41.0,2,821.0,2.0,,-30.0,0.3448611385226545,0.4281237310534391,3.0095956271243223
263,1,0,7,60.0,2,1047.0,2.0,,0.0,0.25966049485519976,0.3198600820741518,0.9025525537338756
264,1,0,10,49.0,2,934.0,2.0,,0.0,0.3386275642222925,0.3245686154798365,1.6477240066369467
268,1,1,13,53.0,2,65.0,2.0,,0.0,0.21047223818224872,0.12016469248220693,1.0665415709383277
269,1,0,3,23.0,2,1582.0,2.0,,-3.0,0.4767045397905378,0.3985956164444469,3.56853592350452
274,1,0,7,72.0,2,520.0,2.0,,-10.0,0.1582162899666356,0.2381310714361354,-0.0483029252501781
275,1,0,7,68.0,2,446.0,2.0,,10.0,0.1691882199220009,0.2398735125931243,0.2694059138332956
276,1,0,3,28.0,2,267.0,2.0,,10.0,0.3671343054704191,0.34415050661751845,2.9454572264494967
278,1,1,1,66.0,2,54.0,2.0,,-19.0,0.1152068605393968,0.14720397607520086,1.0144378540014434
281,1,0,2,32.0,2,1293.0,2.0,,7.0,0.4072092702779089,0.4340570381968773,3.4431315640658795
283,0,0,1,66.0,1,744.0,,2.0,-21.0,0.1868447083766676,0.4028320002202429,1.618412288538638
284,1,0,15,68.0,2,632.0,1.0,,-21.0,0.1971010233051391,0.2322992408794469,-0.15995261321843454
285,1,0,9,62.0,2,408.0,1.0,,14.0,0.19865030486606652,0.2421956946745061,0.5869284735475293
286,1,0,8,26.0,2,239.0,2.0,,14.0,0.4019959995378721,0.29020353787888986,2.6439589135509665
287,0,0,1,66.0,1,125.0,,2.0,-21.0,0.10267780170937296,0.2252598384032093,0.9706589950894984
288,1,0,1,1.0,2,12.0,2.0,,-21.0,0.2508918009333673,0.5584590471310062,4.584920719205171
294,0,0,1,40.0,1,711.0,,2.0,-11.0,0.3224328480031997,0.4654954637400863,3.3607243800976656
298,1,0,1,29.0,2,37.0,2.0,,-11.0,0.3295149475598165,0.23773721798490946,2.481274431713338
299,0,0,1,58.0,1,1400.0,,1.0,-3.0,0.23945673439158804,0.4478577745357763,2.221621958476854
300,1,0,3,68.0,1,1050.0,,1.0,0.0,0.20085729252248605,0.3418318757419232,0.7052509613588649
303,1,0,5,18.0,2,628.0,2.0,,0.0,0.5070430119884365,0.3573946329388599,3.5098317854813224
305,1,0,12,60.0,2,1621.0,2.0,,7.0,0.26753323605358303,0.2856070300930912,0.4276627808862989
308,1,0,6,65.0,2,926.0,2.0,,-14.0,0.22348459766416984,0.3094738023455056,0.5661680812774232
309,1,0,4,11.0,2,731.0,2.0,,-14.0,0.5436444019993156,0.3614026662712482,3.769960617309591
310,1,0,5,8.0,1,447.0,,3.0,7.0,0.5484923186456959,0.3329225065182122,3.6395484128069686
313,0,0,1,53.0,2,1653.0,2.0,,0.0,0.2661718635048929,0.4575224427320988,2.541917245785924
314,1,0,2,27.0,2,1571.0,2.0,,0.0,0.4370598200019936,0.4278600417181688,3.59921725383276
315,1,0,3,7.0,2,1470.0,2.0,,0.0,0.5628123060604967,0.3686273816850994,3.9174581728541886
318,0,0,1,53.0,1,1100.0,,2.0,-7.0,0.2641767481960339,0.4612139000283557,2.6454668456884933
319,1,0,12,97.0,2,910.0,2.0,,7.0,0.07608141011926041,0.14681987461025275,-2.52412716563331
321,0,0,2,19.0,1,494.0,,3.0,4.0,0.4507674424496906,0.4019390250081761,3.7178801614999815
325,1,0,1,76.0,2,29.0,1.0,,-11.0,0.07448544187313524,0.11116305958093674,0.6215703353220265
326,1,0,10,91.0,2,1696.0,2.0,,-11.0,0.09720851625907576,0.17457221968636644,-2.3285163782378238
329,1,0,7,26.0,2,1370.0,2.0,,-11.0,0.4912009831414205,0.3544722502660877,3.1550152941873906
333,0,0,1,52.0,1,684.0,,2.0,5.0,0.25481972882073034,0.4432104960570818,2.650583260720745
334,1,0,1,20.0,2,556.0,2.0,,5.0,0.4216206069524641,0.448752901932444,3.9814372369883735
335,1,0,3,3.0,2,457.0,2.0,,5.0,0.3708022834555271,0.5567575199968787,4.82463588223149
336,1,1,2,47.0,2,375.0,2.0,,-12.0,0.2596950715010393,0.35819887288654123,2.3005846440406166
340,0,0,1,36.0,1,1086.0,,1.0,7.0,0.3565165334254795,0.4787584696033936,3.604121043772688
341,1,1,4,25.0,2,979.0,2.0,,7.0,0.4716992758816316,0.3866433051351917,3.438876567450212
342,0,0,1,71.0,1,658.0,,3.0,14.0,0.1583871573092492,0.3698155986812007,1.1777653561001231
345,1,0,7,55.0,2,118.0,1.0,,-14.0,0.2157625841351588,0.1467836442837173,1.2297394729088058
347,1,0,5,50.0,2,1522.0,2.0,,-7.0,0.32216357002166784,0.3631707360053267,1.8481359796397343
351,1,0,3,42.0,2,698.0,2.0,,-3.0,0.34374964642808736,0.3952740819854497,2.7159026933220423
355,1,1,6,71.0,2,33.0,2.0,,-3.0,0.0995891469692574,0.0901887568202786,0.4897462415392784
360,1,0,4,66.0,1,1050.0,,2.0,-7.0,0.2154986060115458,0.3322813637955113,0.7031463407334828
362,0,0,1,28.0,1,462.0,,2.0,-7.0,0.3669663225530339,0.4431739557805829,3.663962487832889
364,1,0,7,36.0,2,23.0,2.0,,-13.0,0.30554658708310817,0.15537075932139693,1.7555998658666598
366,1,0,7,34.0,2,1523.0,1.0,,13.0,0.4394103054553741,0.357303726657676,2.7513505640239178
368,1,0,2,76.0,1,1251.0,,2.0,20.0,0.1576748164970138,0.3322242043915684,0.16725996989031255
370,1,0,5,70.0,2,877.0,2.0,,13.0,0.19102579085312293,0.2987397293200685,0.2314144765775603
377,1,0,5,5.0,2,1049.0,2.0,,14.0,0.4821838628742173,0.4711402106562762,4.539190108256408
378,1,0,1,32.0,2,522.0,2.0,,-14.0,0.3513442508406118,0.4506139626749153,3.578707068061884
380,1,0,10,14.0,2,24.0,2.0,,-8.0,0.5034067460281394,0.1674909090119172,2.5388411506056157
381,1,0,1,26.0,2,1480.0,2.0,,-7.0,0.41322623614596027,0.4701838286618784,3.9247017169981513
389,1,0,3,69.0,2,1185.0,2.0,,0.0,0.1967390168762212,0.3387505584690125,0.5776001267388378
390,0,0,1,6.0,1,976.0,,2.0,0.0,0.509788467774524,0.4318607941207129,4.2809228573674805
393,1,1,2,74.0,2,587.0,2.0,,7.0,0.14618940304840058,0.3042778122128793,0.4860134622568471
395,1,0,2,54.0,2,117.0,2.0,,14.0,0.20658354258249595,0.1858981208814688,1.5427967096239124
396,1,0,4,74.0,2,1512.0,2.0,,14.0,0.17265492211791178,0.2973780180461341,-0.19301500649462253
399,1,0,15,43.0,2,778.0,1.0,,-14.0,0.38403175966383774,0.3062569592546225,1.8901931229530948
403,1,0,19,45.0,2,216.0,2.0,,8.0,0.2700435952039571,0.2134331914261032,1.2567741335964964
404,1,0,6,22.0,1,159.0,,1.0,8.0,0.39670203995223546,0.2887360313256947,2.7401546069773848
407,1,0,12,37.0,2,1207.0,1.0,,7.0,0.4339694867199687,0.32845949143001785,2.379371164773476
409,1,0,2,2.0,2,120.0,2.0,,18.0,0.2748481042066636,0.5834972362840999,4.747025321642743
411,1,0,6,61.0,2,1356.0,2.0,,-15.0,0.2531228121760933,0.32553381926174324,0.8309234269605901
416,0,0,1,57.0,1,864.0,,2.0,-15.0,0.2375896628906661,0.4441975590111037,2.3544350916010286
420,1,0,4,69.0,2,200.0,2.0,,-18.0,0.11559631843894125,0.19122076788630998,0.3853640943712753
421,1,0,5,57.0,2,142.0,2.0,,-18.0,0.15736305773019982,0.20549449122297306,0.9110227449241701
422,1,1,11,52.0,2,82.0,1.0,,-18.0,0.2238576298401989,0.13083518926156207,1.179279486938937
424,1,0,7,72.0,1,1034.0,,2.0,0.0,0.18610103881687548,0.27607857082996023,-0.21120342448991725
429,1,0,7,51.0,2,155.0,1.0,,-7.0,0.1974879230072904,0.2170534002265119,1.152703610367237
432,1,0,11,49.0,2,1384.0,1.0,,10.0,0.3456524438879237,0.3198696472347816,1.5200612265396487
439,1,0,4,28.0,2,42.0,2.0,,-8.0,0.3718721409438383,0.1905451830417203,2.250124525809592
441,1,0,3,36.0,2,120.0,2.0,,0.0,0.26660049806527514,0.28398449573506834,2.1922746874697694
443,0,0,1,36.0,1,1217.0,,1.0,-3.0,0.3579633952420085,0.4789328452541324,3.5962772444024487
445,1,0,6,76.0,2,981.0,2.0,,0.0,0.16271762052794622,0.26668306011002835,-0.4710228829351484
451,1,0,6,54.0,1,1568.0,,1.0,3.0,0.29883006391214795,0.34284580545743737,1.4000543646493964
452,0,0,1,1.0,1,1308.0,,3.0,3.0,0.20351194555366656,0.7514352093177132,5.6758380657495735
459,1,0,7,66.0,2,1228.0,2.0,,-3.0,0.22321029399879594,0.3001525534753465,0.30039425885018645
460,0,1,1,66.0,1,985.0,,2.0,-4.0,0.1952246329326844,0.4180544080923973,1.6293950137783944
461,1,0,2,12.0,2,792.0,2.0,,-4.0,0.5091118203242879,0.4039983943311412,3.984380079042156
467,1,0,10,66.0,2,40.0,1.0,,-6.0,0.1251277646979884,0.09297599967280863,0.5796937896566067
469,0,0,1,49.0,2,1334.0,2.0,,7.0,0.2876208137463441,0.4689339962808025,2.8832354980535806
471,1,0,7,83.0,2,1181.0,2.0,,-7.0,0.13120562740428365,0.2297717830717749,-1.2838960139486828
473,1,0,17,77.0,2,605.0,1.0,,-17.0,0.14548432128483554,0.19148149012450788,-0.9464370239663584
475,1,0,2,36.0,2,268.0,2.0,,-10.0,0.30322140850853985,0.3538924075184882,2.716482102604474
476,1,0,15,15.0,2,213.0,2.0,,-10.0,0.5842165891625614,0.2625814638158564,3.3995058395077846
479,1,0,2,72.0,2,1502.0,2.0,,0.0,0.17712927667193226,0.3483655166818195,0.4755468917311057
481,1,0,11,89.0,2,1257.0,2.0,,0.0,0.10630660174005273,0.1832378326291985,-2.0802357934258944
486,1,0,11,76.0,2,443.0,2.0,,-11.0,0.13179772240228346,0.19011859686650864,-0.5304581285009344
489,1,0,5,93.0,2,1455.0,2.0,,-19.0,0.09067847292645816,0.19909926594212696,-2.0402873459388715
491,0,1,1,2.0,1,1124.0,,2.0,19.0,0.5306009657804225,0.4207811928864559,4.301196660055491
493,1,0,4,53.0,2,970.0,2.0,,27.0,0.2936857401102635,0.37122468047306895,1.8399094259562168
495,1,0,4,52.0,2,622.0,1.0,,27.0,0.2801853611602936,0.3521580885485901,1.8625719730478263
497,1,0,9,24.0,2,341.0,2.0,,27.0,0.4479347646231176,0.3040671890855899,2.8619393490559504
499,1,0,7,12.0,2,1403.0,2.0,,0.0,0.5739094776240892,0.3332451206962706,3.5778690883824007
500,1,0,6,80.0,1,1221.0,,3.0,7.0,0.14487649447164128,0.25088978874470264,-0.9306577595961432
501,1,0,7,72.0,2,992.0,2.0,,-14.0,0.1854139776360056,0.27538456979456666,-0.19763629978577305
504,0,0,1,85.0,1,584.0,,2.0,-14.0,0.09867234031417553,0.28665816322785664,0.007014514430845553
505,1,0,7,61.0,2,116.0,2.0,,11.0,0.17738568513213196,0.13241280332983366,0.9693867047769176
506,1,0,11,62.0,2,1669.0,1.0,,18.0,0.2526099735970494,0.2835217456710964,0.27535431701194657
507,1,0,6,44.0,1,1167.0,,2.0,-21.0,0.3660380973774667,0.3638803264259143,2.2639235834682525
508,1,0,7,7.0,2,1007.0,2.0,,-21.0,0.5433415976032614,0.40923319814152415,4.287793628866074
513,1,0,8,66.0,1,187.0,,2.0,11.0,0.12954258349801145,0.1738195226428262,0.2938749659121917
520,0,0,1,1.0,1,1450.0,,2.0,-12.0,0.2040932177068602,0.7505765605828635,5.668383776959533
521,1,0,2,67.0,2,1031.0,2.0,,9.0,0.2009510111145057,0.3706972158849053,1.0699411987502063
522,1,0,2,46.0,2,906.0,2.0,,9.0,0.3181800667104852,0.42572634942179205,2.7251812823122328
523,1,0,3,38.0,1,706.0,,3.0,-9.0,0.36960454026352907,0.3994281399653844,2.944625937054928
524,1,0,1,6.0,1,473.0,,3.0,-9.0,0.4892792575032284,0.4203945992704057,4.162046538190854
526,0,0,1,55.0,1,212.0,,1.0,2.0,0.1677599679167248,0.3097246563627723,1.7856446613532049
527,1,1,3,48.0,2,26.0,2.0,,-2.0,0.20794794527934368,0.15540830883086695,1.4229011031969536
528,1,0,4,69.0,2,1660.0,2.0,,-7.0,0.1992662356230964,0.3163616904305553,0.2452189746389455
530,1,0,2,72.0,1,1013.0,,3.0,10.0,0.17498906930113947,0.3489242918716786,0.6127765749636416
535,1,1,1,53.0,1,87.0,,3.0,-10.0,0.19102649546045045,0.19945569200204066,1.6496582792961865
540,1,0,2,6.0,1,351.0,,2.0,10.0,0.5076429974067409,0.3717306261293257,3.8595623935943983
541,1,0,3,57.0,2,266.0,2.0,,-17.0,0.18445537448221427,0.2707322162351418,1.2984724015625375
542,0,1,1,31.0,1,178.0,,3.0,-17.0,0.2913693979956916,0.3715395882442613,2.9930382237262187
543,1,0,9,18.0,2,92.0,1.0,,-17.0,0.5056804902845728,0.1831279620044984,2.6235133785706957
544,1,0,7,34.0,2,33.0,2.0,,-10.0,0.32783747469341346,0.1615845261862577,1.872269391049049
545,1,0,8,62.0,2,1700.0,2.0,,0.0,0.2489955548908852,0.3009761623102551,0.4605214713587893
547,1,0,4,67.0,2,1435.0,2.0,,0.0,0.21148500024103484,0.3276051440390408,0.5051711191754547
548,1,0,6,50.0,1,1310.0,,2.0,0.0,0.3261009709340116,0.3542602207924353,1.7923969141496272
552,1,0,5,27.0,2,254.0,2.0,,7.0,0.3857144594150157,0.31576755414041635,2.785378454546961
553,1,0,1,13.0,1,120.0,,1.0,7.0,0.3875414967922737,0.3747415071641232,3.5185857873679764
559,1,1,5,60.0,2,770.0,2.0,,-14.0,0.2453128579286785,0.3296752969768398,1.1344242463909289
560,1,1,1,66.0,1,332.0,,3.0,-13.0,0.14231130982512305,0.31039672249459005,1.3080759773566333
564,1,0,10,74.0,1,1633.0,,1.0,0.0,0.17735191624886076,0.24532085627382705,-0.8136827215635738
573,1,0,6,71.0,2,1725.0,2.0,,11.0,0.1909113611381252,0.2836154596495545,-0.2333847962998821
575,1,0,5,60.0,2,1470.0,2.0,,-11.0,0.2568030023768048,0.3383859653865125,1.0055974834093986
577,0,1,1,60.0,2,1054.0,2.0,,-8.0,0.2266340263577849,0.4414633980176807,2.123306050212311
582,1,0,1,72.0,2,1353.0,2.0,,-7.0,0.16974012040615774,0.39470375449472617,1.0094169178854655
583,1,0,7,64.0,2,1230.0,2.0,,-7.0,0.2357005320590971,0.3072808293001977,0.4890309167245743
589,1,0,6,78.0,2,1178.0,2.0,,-2.0,0.15456099444308685,0.25982559527573124,-0.7288479783687896
591,1,0,2,10.0,1,137.0,,1.0,-7.0,0.4374895764918172,0.3428543366882318,3.4402969363094726
593,1,0,5,9.0,2,221.0,2.0,,0.0,0.5016311056497449,0.31119526169811873,3.367126174898984
594,0,0,1,66.0,2,1724.0,2.0,,0.0,0.1980064093174866,0.4152857415826504,1.4556211171278608
597,1,0,5,23.0,1,1145.0,,1.0,7.0,0.4951606458040542,0.3716232841342193,3.4172152850226105
600,1,0,6,94.0,2,433.0,1.0,,11.0,0.06563206703114051,0.1442878254410656,-1.3817782830298073
601,1,0,7,16.0,1,305.0,,3.0,11.0,0.4871774102181018,0.31037149439538425,3.1913064864410687
602,1,1,7,72.0,2,1730.0,2.0,,-18.0,0.1862146095604784,0.2708898183806046,-0.4300920016008578
603,1,0,5,47.0,2,1609.0,2.0,,-18.0,0.3420627093582595,0.3672267483528345,2.058658980469895
609,0,0,1,20.0,1,187.0,,2.0,11.0,0.3620097270721651,0.389327231155322,3.4590214728858424
613,1,1,4,32.0,2,1471.0,2.0,,0.0,0.4334370193684241,0.3904440710789928,3.112414099586564
615,1,0,8,13.0,2,957.0,2.0,,-7.0,0.5694503001404391,0.3295170366175882,3.5352952053576674
616,1,0,9,75.0,1,703.0,,1.0,0.0,0.16002260907027874,0.2365586392126553,-0.5071368893862376
619,1,0,6,68.0,1,53.0,,3.0,3.0,0.11766711382499248,0.10167364039616243,0.614460487435354
623,1,1,2,57.0,1,1312.0,,3.0,-3.0,0.2590924108713316,0.4062633653958435,1.8826220123275008
626,1,0,5,70.0,2,774.0,2.0,,-3.0,0.18676836849683964,0.2929293848464894,0.2548852416727161
627,1,0,9,36.0,2,287.0,2.0,,-3.0,0.3454291943894261,0.2827122176309023,2.179337875472601
632,1,0,9,64.0,1,1025.0,,2.0,17.0,0.2364185554607657,0.29217806977961464,0.3883302807920366
635,1,0,6,44.0,2,499.0,2.0,,24.0,0.3260808797439575,0.3303090218578114,2.1342901905776563
640,0,0,1,46.0,1,1359.0,,2.0,27.0,0.3041060100193598,0.4730076850782892,3.0658850991021795
645,1,1,3,57.0,2,335.0,2.0,,-27.0,0.2000593539821449,0.29306524751119645,1.3962970410191953
646,1,1,1,29.0,2,257.0,2.0,,-27.0,0.3242270765005093,0.3999600337058746,3.281952503250304
648,1,0,2,87.0,2,84.0,2.0,,-21.0,0.0590430469774208,0.0885770500576335,0.2572452339976545
650,0,0,1,87.0,2,1518.0,2.0,,7.0,0.1078374421048414,0.314741249552019,-0.48711820808012396
652,1,0,9,98.0,1,1210.0,,3.0,-7.0,0.07481620319855473,0.155591267892958,-2.6311793253120364
655,1,0,9,34.0,2,737.0,1.0,,-7.0,0.43259128179542383,0.3389502180182881,2.6790330915903784
659,0,0,2,20.0,2,1265.0,2.0,,3.0,0.4747397228547884,0.4206839979798852,3.8367747362814746
660,0,0,1,1.0,1,1081.0,,3.0,3.0,0.20244245848513284,0.7522758639533832,5.6836362926745965
662,1,1,15,77.0,2,615.0,2.0,,3.0,0.14585960461870204,0.19766502857118431,-0.8914322414614595
669,1,0,9,51.0,2,661.0,1.0,,-4.0,0.3063523490700977,0.3128600805142978,1.5260164454406144
670,0,0,1,23.0,2,579.0,2.0,,-4.0,0.4070954552450762,0.4535689953447246,3.9212607013413
671,1,0,2,12.0,2,510.0,2.0,,-4.0,0.4924738203405456,0.3939087120836325,3.8853154897853166
678,1,0,6,42.0,2,1525.0,2.0,,6.0,0.3807161483002449,0.3632707427767285,2.335976373300664
679,0,0,1,1.0,1,1349.0,,3.0,6.0,0.20368451123709846,0.7512052743560039,5.673826555579496
681,1,0,4,49.0,2,775.0,2.0,,-13.0,0.3115448225346236,0.3722206116263883,2.1317713280466104
682,1,0,10,30.0,2,624.0,1.0,,-13.0,0.4543185051220474,0.32746298512000843,2.8005864815411496
684,0,0,1,32.0,1,366.0,,2.0,-13.0,0.32899238800494285,0.4238029047966953,3.372542401127787
685,1,0,10,30.0,2,292.0,2.0,,-13.0,0.3941458833763662,0.2867581388189634,2.471007258346128
687,0,0,1,80.0,1,165.0,,1.0,13.0,0.06787414644740368,0.18468097366270605,0.30370033564855137
688,1,0,3,45.0,2,1615.0,2.0,,0.0,0.3419881999483349,0.4014249649331719,2.4803219551144746
689,0,0,2,2.0,1,1089.0,,3.0,-7.0,0.3110574278489513,0.642607313134572,5.2307011579192215
691,1,0,7,64.0,2,949.0,2.0,,0.0,0.23201846501098305,0.30488159784412155,0.5585173709093603
692,1,0,5,57.0,2,648.0,2.0,,-7.0,0.25500876745638645,0.3282988034563398,1.3652165665726508
693,1,0,10,49.0,2,597.0,1.0,,-7.0,0.3155476926506961,0.3053284634931491,1.602953204434501
694,1,0,6,10.0,2,466.0,2.0,,-7.0,0.5466109332313522,0.32763667508795297,3.559356875526476
697,1,0,6,22.0,1,1382.0,,1.0,7.0,0.5100059285329586,0.3586468147856558,3.361342946563341
701,1,0,8,72.0,2,1713.0,2.0,,0.0,0.18711825259552345,0.26390049319770786,-0.5087079881033347
702,1,0,2,76.0,2,940.0,2.0,,4.0,0.15437939355426314,0.3281395809335957,0.2571829582495675
705,1,0,4,18.0,2,445.0,2.0,,7.0,0.4786912504111872,0.3574591836924503,3.4683385346756452
707,1,0,3,46.0,2,118.0,2.0,,10.0,0.2667915891385519,0.1928142088841636,1.8110915336015347
710,1,0,8,53.0,2,1195.0,2.0,,-11.0,0.3106907400143095,0.3314451335041512,1.4066076263826175
711,1,0,6,16.0,1,554.0,,2.0,-11.0,0.5200802702232978,0.34118872691114754,3.469015101719675
712,1,0,2,27.0,2,235.0,1.0,,5.0,0.3528060724577563,0.35861011009773897,3.0650172688208763
713,1,0,7,7.0,2,133.0,2.0,,5.0,0.4741188551249341,0.3659866299581411,3.817756865949802
717,1,0,6,43.0,2,1379.0,2.0,,0.0,0.3739011911877515,0.3638180995935104,2.29691450698061
718,0,0,1,65.0,1,1113.0,,2.0,-3.0,0.2020832157391895,0.4245707432766796,1.6990025146804393
721,1,0,5,29.0,2,643.0,2.0,,-3.0,0.4394977757697882,0.3670567788182632,3.1302638062539128
727,1,1,3,23.0,2,1668.0,2.0,,0.0,0.4768594015641234,0.3977614392541653,3.5576692886502896
728,1,0,10,75.0,2,1494.0,2.0,,-3.0,0.17245900188231786,0.24321885788404604,-0.8656501748369809
730,1,0,2,62.0,1,1217.0,,1.0,3.0,0.2301676044788644,0.3909572278966662,1.4789528139923294
732,1,0,5,43.0,2,439.0,2.0,,0.0,0.3182998000457337,0.33197480827080666,2.2207827039581423
736,1,0,1,37.0,2,1582.0,2.0,,0.0,0.3540596805486118,0.4761748958126498,3.5038600588673594
738,1,0,4,4.0,2,544.0,2.0,,7.0,0.4280360274888728,0.5070919944101171,4.643944659048573
740,1,0,5,34.0,2,254.0,1.0,,14.0,0.3360388998090347,0.30654258641902804,2.442837041236505
742,1,0,7,72.0,2,1721.0,2.0,,25.0,0.1862681209707288,0.2710362892805194,-0.4273126139488757
745,1,0,6,63.0,2,1244.0,1.0,,-19.0,0.2402374967496332,0.3196706148059387,0.6754047378645809
747,1,0,8,66.0,1,209.0,,2.0,11.0,0.1345729062920783,0.1804574413404787,0.3017130568225129
748,1,0,8,73.0,2,1776.0,2.0,,0.0,0.18103547858336946,0.2588404443738979,-0.624601499639823
749,0,0,1,71.0,1,1532.0,,1.0,0.0,0.17429780816972554,0.3970791615203724,1.0512860298823214
750,1,0,7,17.0,2,1299.0,1.0,,0.0,0.5452647226898739,0.3430598241108309,3.466189224409161
751,1,0,6,71.0,2,1104.0,2.0,,1.0,0.1914438463109733,0.28941965599601,-0.04147960822425168
754,1,0,4,69.0,2,414.0,1.0,,-14.0,0.15480901633024508,0.25454951420220906,0.470357917783621
755,1,0,17,49.0,2,328.0,1.0,,-14.0,0.27355756192300706,0.23536695654890435,1.176337709861628
756,0,0,1,74.0,1,120.0,,2.0,7.0,0.07682136870959627,0.1907498765159828,0.5597600407783834
757,1,0,4,69.0,2,1756.0,2.0,,-7.0,0.19878049935938533,0.31473920895003343,0.2156279962296785
758,1,0,8,53.0,2,1671.0,1.0,,7.0,0.3103802002104038,0.3267087222809533,1.2904611081735695
759,1,0,8,73.0,2,1611.0,2.0,,-14.0,0.18200296520516532,0.2614346636477207,-0.5736954334508888
761,1,0,5,72.0,2,1351.0,2.0,,7.0,0.18536904942012827,0.2950356540258282,-0.0960812396652
762,0,0,1,57.0,1,1016.0,,1.0,-14.0,0.24161086707472004,0.4497878120190708,2.3595299509148457
763,1,0,4,29.0,2,857.0,2.0,,-14.0,0.4438461285935043,0.3883519540311098,3.2795890960731966
766,0,0,1,56.0,1,119.0,,2.0,11.0,0.1867781317354774,0.20409414226927544,1.6264693154788068
768,1,0,5,58.0,2,1470.0,2.0,,0.0,0.269606876992366,0.3444409125878337,1.1859752327418591
772,0,0,1,66.0,1,258.0,,2.0,4.0,0.12902702277258069,0.2820087939511447,1.1980897571754905
773,1,0,9,52.0,2,120.0,1.0,,4.0,0.18314236082425306,0.19286032270947195,0.9551724557085765
777,1,0,4,44.0,2,1328.0,2.0,,-14.0,0.3561652023326452,0.3877953758528248,2.4508770418000254
783,1,0,4,69.0,2,1718.0,2.0,,0.0,0.1989797906091529,0.31539179654256394,0.2273556319622332
784,1,0,6,34.0,2,1430.0,2.0,,-7.0,0.4343656257752335,0.3672244025309207,2.836561742427969
788,1,0,8,56.0,2,900.0,2.0,,-14.0,0.28459178959351084,0.32066625518163994,1.1977956256002324
789,0,0,1,71.0,1,643.0,,2.0,14.0,0.15732977324121458,0.36750180356345225,1.1735944248979229
795,1,0,4,38.0,2,1080.0,2.0,,-4.0,0.3927807784659923,0.3925061202974464,2.8511250514999738
801,1,0,7,75.0,2,662.0,2.0,,10.0,0.1559974607319319,0.2449570308686198,-0.3462629145200633
802,0,0,3,28.0,1,484.0,,1.0,10.0,0.4101563009423802,0.3821388043550928,3.2613053947881903
803,1,0,2,14.0,2,395.0,2.0,,10.0,0.4675271363455765,0.3869483651278916,3.7496814134990095
805,0,0,1,66.0,1,235.0,,3.0,-13.0,0.12464442571544458,0.2726063016914717,1.1610239643260782
808,1,0,8,10.0,2,1510.0,2.0,,-10.0,0.5907402114023818,0.3213056192442484,3.5680128603640857
809,0,0,1,36.0,1,1173.0,,2.0,3.0,0.3575589440787164,0.4789843456984302,3.5997618076324525
813,1,0,6,77.0,2,397.0,2.0,,13.0,0.1187401173917587,0.2009134044131197,-0.2872574031184696
818,1,0,10,75.0,2,1260.0,2.0,,-7.0,0.1729196770466054,0.24547949526175564,-0.7899162748376616
821,1,0,14,32.0,2,541.0,2.0,,-9.0,0.4404013733588402,0.3031559708935975,2.5198330529634423
824,1,0,18,45.0,2,1542.0,2.0,,-19.0,0.3848448997803219,0.29678531658107393,1.5475776402122494
826,1,0,4,46.0,2,1139.0,2.0,,16.0,0.3418741046827095,0.38597161341323627,2.34386554652538
829,1,0,7,72.0,2,1726.0,2.0,,0.0,0.1862384504201368,0.27095499394389555,-0.4288568145600833
830,1,0,3,19.0,2,1469.0,2.0,,0.0,0.4990870069536498,0.3935350057696381,3.695457017473298
831,1,0,10,16.0,2,1381.0,1.0,,0.0,0.5656940443330689,0.321464974180186,3.3664730468201967
832,1,0,8,73.0,2,1321.0,2.0,,-7.0,0.18295935470411484,0.2649616769273162,-0.4825181560261329
833,1,0,9,74.0,2,903.0,2.0,,0.0,0.17386834205173576,0.25166323932077034,-0.5045808814750059
837,1,0,7,72.0,2,183.0,2.0,,-4.0,0.10343027691894632,0.1571558761214228,0.022965499488196702
840,1,0,5,59.0,2,1500.0,2.0,,-8.0,0.2631105044940296,0.34109048080032023,1.088127327215984
845,1,0,9,65.0,2,114.0,2.0,,-7.0,0.15620462341430413,0.11691568843555145,0.7558109038467363
847,1,0,1,43.0,1,1412.0,,2.0,0.0,0.3207364598962294,0.4755554429100744,3.229479750691076
848,1,0,3,22.0,2,1284.0,2.0,,0.0,0.4812558165570605,0.3995641152996392,3.6310394205541034
850,1,0,5,33.0,2,713.0,2.0,,3.0,0.4188788343330792,0.37142108886288216,2.9749594197301445
